;Table 1. Human Development Index and its components;;;;;;;;;;;;;;
;;;;SDG 3;;SDG 4.3;;SDG 4.6;;SDG 8.5;;;;;
;;Human Development Index(HDI);;Life expectancy at birth;;Expected years of schooling;;Mean years of schooling;;Gross national income (GNI) percapita;;GNI per capita rank minus HDIrank;;HDI rank;
HDI rank;Country;Value;;(years);;(years);;(years);;(2011 PPP $);;;;;
;;2017;;2017;;2017;a;2017;a;2017;;2017;;2016;
;VERY HIGH HUMAN DEVELOPMENT
1;Norway;0.953;;82.3;;17.9;;12.6;;68,012;;5;;1;
2;Switzerland;0.944;;83.5;;16.2;;13.4;;57,625;;8;;2;
3;Australia;0.939;;83.1;;22.9;b;12.9;;43,560;;18;;3;
4;Ireland;0.938;;81.6;;19.6;b;12.5;c;53,754;;8;;4;
5;Germany;0.936;;81.2;;17.0;;14.1;;46,136;;13;;4;
6;Iceland;0.935;;82.9;;19.3;b;12.4;c;45,810;;13;;6;
7;Hong Kong, China (SAR);0.933;;84.1;;16.3;;12.0;;58,420;;2;;8;
7;Sweden;0.933;;82.6;;17.6;;12.4;;47,766;;9;;7;
9;Singapore;0.932;;83.2;;16.2;d;11.5;;82,503;e;-6;;8;
10;Netherlands;0.931;;82.0;;18.0;;12.2;;47,900;;5;;10;
11;Denmark;0.929;;80.9;;19.1;b;12.6;f;47,918;;3;;10;
12;Canada;0.926;;82.5;;16.4;c;13.3;;43,433;;10;;12;
13;United States;0.924;;79.5;;16.5;;13.4;;54,941;;-2;;12;
14;United Kingdom;0.922;;81.7;;17.4;;12.9;f;39,116;;13;;14;
15;Finland;0.920;;81.5;;17.6;;12.4;;41,002;;10;;15;
16;New Zealand;0.917;;82.0;;18.9;b;12.5;;33,970;;18;;16;
17;Belgium;0.916;;81.3;;19.8;b;11.8;;42,156;;6;;16;
17;Liechtenstein;0.916;;80.4;g;14.7;;12.5;h;97,336;e,i;-15;;16;
19;Japan;0.909;;83.9;;15.2;;12.8;j;38,986;;9;;19;
20;Austria;0.908;;81.8;;16.1;;12.1;;45,415;;0;;20;
21;Luxembourg;0.904;;82.0;;14.0;;12.1;f;65,016;k;-13;;26;
22;Israel;0.903;;82.7;;15.9;;13.0;;32,711;;13;;21;
22;Korea (Republic of);0.903;;82.4;;16.5;;12.1;;35,945;;8;;22;
24;France;0.901;;82.7;;16.4;;11.5;;39,254;;2;;23;
25;Slovenia;0.896;;81.1;;17.2;;12.2;;30,594;;12;;24;
26;Spain;0.891;;83.3;;17.9;;9.8;;34,258;;7;;25;
27;Czechia;0.888;;78.9;;16.9;;12.7;;30,588;;11;;27;
28;Italy;0.880;;83.2;;16.3;;10.2;f;35,299;;3;;28;
29;Malta;0.878;;81.0;;15.9;;11.3;;34,396;;3;;29;
30;Estonia;0.871;;77.7;;16.1;;12.7;;28,993;;10;;30;
31;Greece;0.870;;81.4;;17.3;;10.8;;24,648;;20;;30;
32;Cyprus;0.869;;80.7;;14.6;;12.1;;31,568;;4;;32;
33;Poland;0.865;;77.8;;16.4;;12.3;;26,150;;12;;34;
34;United Arab Emirates;0.863;;77.4;;13.6;;10.8;l;67,805;;-27;;33;
35;Andorra;0.858;;81.7;g;13.5;d;10.2;;47,574;m;-18;;35;
35;Lithuania;0.858;;74.8;;16.1;;13.0;;28,314;;7;;36;
37;Qatar;0.856;;78.3;;13.4;;9.8;;116,818;e;-36;;36;
38;Slovakia;0.855;;77.0;;15.0;;12.5;;29,467;;1;;39;
39;Brunei Darussalam;0.853;;77.4;;14.5;;9.1;j;76,427;e;-35;;40;
39;Saudi Arabia;0.853;;74.7;;16.9;;9.5;f;49,680;;-26;;38;
41;Latvia;0.847;;74.7;;15.8;;12.8;f;25,002;;8;;43;
41;Portugal;0.847;;81.4;;16.3;;9.2;;27,315;;2;;42;
43;Bahrain;0.846;;77.0;;16.0;;9.4;l;41,580;;-19;;41;
44;Chile;0.843;;79.7;;16.4;;10.3;;21,910;;13;;44;
45;Hungary;0.838;;76.1;;15.1;;11.9;;25,393;;3;;45;
46;Croatia;0.831;;77.8;;15.0;;11.3;l;22,162;;10;;46;
47;Argentina;0.825;;76.7;;17.4;;9.9;l;18,461;;19;;47;
48;Oman;0.821;;77.3;;13.9;;9.5;;36,290;;-19;;47;
49;Russian Federation;0.816;;71.2;;15.5;;12.0;f;24,233;;3;;49;
50;Montenegro;0.814;;77.3;;14.9;;11.3;f;16,779;;19;;50;
51;Bulgaria;0.813;;74.9;;14.8;;11.8;;18,740;;13;;50;
52;Romania;0.811;;75.6;;14.3;;11.0;;22,646;;2;;52;
53;Belarus;0.808;;73.1;;15.5;;12.3;;16,323;;18;;54;
54;Bahamas;0.807;;75.8;;12.8;n;11.1;f;26,681;;-10;;53;
55;Uruguay;0.804;;77.6;;15.9;;8.7;;19,930;;5;;56;
56;Kuwait;0.803;;74.8;;13.6;;7.3;;70,524;;-51;;55;
57;Malaysia;0.802;;75.5;;13.7;;10.2;f;26,107;;-11;;57;
58;Barbados;0.800;;76.1;;15.3;;10.6;o;15,843;k;14;;57;
58;Kazakhstan;0.800;;70.0;;15.1;;11.8;j;22,626;;-3;;60;
;HIGH HUMAN DEVELOPMENT;
60;Iran (Islamic Republic of);0.798;;76.2;;14.9;;9.8;;19,130;;3;;61;
60;Palau;0.798;;73.4;g;15.6;;12.3;;12,831;;28;;59;
62;Seychelles;0.797;;73.7;;14.8;;9.5;d;26,077;k;-15;;62;
63;Costa Rica;0.794;;80.0;;15.4;;8.8;;14,636;;15;;63;;
64;Turkey;0.791;;76.0;;15.2;;8.0;;24,804;;-14;;65;;
65;Mauritius;0.790;;74.9;;15.1;;9.3;j;20,189;;-6;;64;;
66;Panama;0.789;;78.2;;12.7;;10.2;j;19,178;;-4;;66;;
67;Serbia;0.787;;75.3;;14.6;;11.1;;13,019;;18;;66;;
68;Albania;0.785;;78.5;;14.8;;10.0;;11,886;;23;;69;;
69;Trinidad and Tobago;0.784;;70.8;;12.9;n;10.9;f;28,622;k;-28;;66;;
70;Antigua and Barbuda;0.780;;76.5;;13.2;f;9.2;d;20,764;k;-12;;70;;
70;Georgia;0.780;;73.4;;15.0;;12.8;;9,186;;35;;71;;
72;Saint Kitts and Nevis;0.778;;74.4;g;14.4;;8.4;n;23,978;k;-19;;72;;
73;Cuba;0.777;;79.9;;14.0;;11.8;f;7,524;p;43;;72;;
74;Mexico;0.774;;77.3;;14.1;;8.6;;16,944;;-6;;74;;
75;Grenada;0.772;;73.8;;16.9;;8.7;n;12,864;k;12;;75;;
76;Sri Lanka;0.770;;75.5;;13.9;;10.9;f;11,326;;19;;76;;
77;Bosnia and Herzegovina;0.768;;77.1;;14.2;o;9.7;;11,716;;16;;77;;
78;Venezuela (Bolivarian Republic of);0.761;;74.7;;14.3;;10.3;;10,672;k;20;;77;;
79;Brazil;0.759;;75.7;;15.4;;7.8;f;13,755;k;2;;79;;
80;Azerbaijan;0.757;;72.1;;12.7;q;10.7;;15,600;k;-7;;80;;
80;Lebanon;0.757;;79.8;;12.5;;8.7;f;13,378;;3;;82;;
80;The former Yugoslav Republic ofMacedonia;0.757;;75.9;;13.3;;9.6;o;12,505;;9;;81;;
83;Armenia;0.755;;74.8;;13.0;;11.7;;9,144;;24;;84;;
83;Thailand;0.755;;75.5;;14.7;;7.6;;15,516;;-7;;86;;
85;Algeria;0.754;;76.3;;14.4;;8.0;f;13,802;;-5;;83;;
86;China;0.752;;76.4;;13.8;;7.8;l;15,270;;-9;;86;;
86;Ecuador;0.752;;76.6;;14.7;;8.7;;10,347;;15;;84;;
88;Ukraine;0.751;;72.1;;15.0;;11.3;l;8,130;;24;;90;;
89;Peru;0.750;;75.2;;13.8;;9.2;;11,789;;3;;86;;
90;Colombia;0.747;;74.6;;14.4;;8.3;;12,938;;-4;;89;;
90;Saint Lucia;0.747;;75.7;;13.6;q;8.9;f;11,695;;4;;91;;
92;Fiji;0.741;;70.4;;15.3;f;10.8;j;8,324;k;18;;93;;
92;Mongolia;0.741;;69.5;;15.5;;10.1;;10,103;;11;;92;;
94;Dominican Republic;0.736;;74.0;;13.7;;7.8;;13,921;;-15;;95;;
95;Jordan;0.735;;74.5;;13.1;f;10.4;j;8,288;;16;;94;;
95;Tunisia;0.735;;75.9;;15.1;;7.2;l;10,275;k;7;;96;;
97;Jamaica;0.732;;76.1;;13.1;f;9.8;f;7,846;;17;;96;;
98;Tonga;0.726;;73.2;;14.3;n;11.2;f;5,547;k;37;;98;;
99;Saint Vincent and the Grenadines;0.723;;73.3;;13.3;;8.6;;10,499;k;0;;99;;
100;Suriname;0.720;;71.5;;12.7;q;8.5;f;13,306;k;-16;;100;;
101;Botswana;0.717;;67.6;;12.6;f;9.3;l;15,534;;-26;;102;;
101;Maldives;0.717;;77.6;;12.6;q;6.3;j;13,567;k;-19;;102;;
103;Dominica;0.715;;78.0;g;12.7;n;7.8;d;8,344;k;6;;101;;
104;Samoa;0.713;;75.2;;12.5;d;10.3;d;5,909;k;24;;104;;
105;Uzbekistan;0.710;;71.4;;12.0;;11.5;;6,470;;19;;107;;
106;Belize;0.708;;70.6;;12.8;;10.5;f;7,166;;14;;105;;
106;Marshall Islands;0.708;;73.6;g;13.0;d;10.9;;5,125;;33;;..;;
108;Libya;0.706;;72.1;;13.4;n;7.3;l;11,100;k;-12;;114;;
108;Turkmenistan;0.706;;68.0;;10.8;;9.8;q;15,594;k;-34;;106;;
110;Gabon;0.702;;66.5;;12.8;q;8.2;q;16,431;;-40;;109;;
110;Paraguay;0.702;;73.2;;12.7;;8.4;;8,380;;-2;;108;;
112;Moldova (Republic of);0.700;;71.7;;11.6;;11.6;;5,554;;22;;110;;
;MEDIUM HUMAN DEVELOPMENT;
113;Philippines;0.699;;69.2;;12.6;;9.3;f;9,154;;-7;;111;
113;South Africa;0.699;;63.4;;13.3;;10.1;;11,923;;-23;;111;
115;Egypt;0.696;;71.7;;13.1;;7.2;j;10,355;;-15;;113;
116;Indonesia;0.694;;69.4;;12.8;;8.0;;10,846;;-19;;115;
116;Viet Nam;0.694;;76.5;;12.7;o;8.2;o;5,859;;14;;116;;
118;Bolivia (Plurinational State of);0.693;;69.5;;14.0;;8.9;;6,714;;5;;116;;
119;Palestine, State of;0.686;;73.6;;12.8;;9.1;;5,055;;21;;116;;
120;Iraq;0.685;;70.0;;11.0;q;6.8;f;17,789;k;-53;;120;;
121;El Salvador;0.674;;73.8;;12.6;;6.9;;6,868;;0;;119;;
122;Kyrgyzstan;0.672;;71.1;;13.4;;10.9;q;3,255;;32;;121;;
123;Morocco;0.667;;76.1;;12.4;;5.5;j;7,340;;-5;;122;;
124;Nicaragua;0.658;;75.7;;12.1;;6.7;j;5,157;;14;;123;;
125;Cabo Verde;0.654;;73.0;;12.6;;6.1;;5,983;;2;;124;;
125;Guyana;0.654;;66.8;;11.4;;8.4;o;7,447;k;-8;;124;;
127;Guatemala;0.650;;73.7;;10.8;;6.5;f;7,278;;-8;;126;;
127;Tajikistan;0.650;;71.2;;11.2;;10.4;j;3,317;k;25;;127;;
129;Namibia;0.647;;64.9;;12.3;q;6.8;j;9,387;;-25;;128;;
130;India;0.640;;68.8;;12.3;;6.4;f;6,353;;-5;;129;;
131;Micronesia (Federated States of);0.627;;69.3;;11.7;d;8.0;d;3,843;k;13;;131;;
132;Timor-Leste;0.625;;69.2;;12.8;;4.5;q;6,846;;-10;;130;;
133;Honduras;0.617;;73.8;;10.2;;6.5;;4,215;;8;;132;;
134;Bhutan;0.612;;70.6;;12.3;;3.1;o;8,065;;-21;;135;;
134;Kiribati;0.612;;66.5;;12.9;;7.9;d;3,042;k;22;;134;;
136;Bangladesh;0.608;;72.8;;11.4;f;5.8;l;3,677;;9;;138;;
137;Congo;0.606;;65.1;;11.4;;6.3;l;5,694;;-5;;133;;
138;Vanuatu;0.603;;72.3;;10.9;n;6.8;o;2,995;;19;;136;;
139;Lao People's Democratic Republic;0.601;;67.0;;11.2;;5.2;j;6,070;;-13;;137;;
140;Ghana;0.592;;63.0;;11.6;;7.1;j;4,096;;3;;140;;
141;Equatorial Guinea;0.591;;57.9;;9.3;n;5.5;q;19,513;;-80;;139;;
142;Kenya;0.590;;67.3;;12.1;q;6.5;j;2,961;;16;;143;;
143;Sao Tome and Principe;0.589;;66.8;;12.5;;6.3;f;2,941;k;16;;144;;
144;Eswatini (Kingdom of);0.588;;58.3;;11.2;;6.5;o;7,620;;-29;;141;;
144;Zambia;0.588;;62.3;;12.5;q;7.0;q;3,557;k;3;;141;;
146;Cambodia;0.582;;69.3;;11.7;f;4.8;j;3,413;;3;;146;;
147;Angola;0.581;;61.8;;11.8;q;5.1;q;5,790;;-16;;145;;
148;Myanmar;0.578;;66.7;;10.0;;4.9;q;5,567;k;-15;;147;;
149;Nepal;0.574;;70.6;;12.2;;4.9;j;2,471;;12;;148;;
150;Pakistan;0.562;;66.6;;8.6;;5.2;;5,311;;-14;;149;;
151;Cameroon;0.556;;58.6;;12.2;;6.3;l;3,315;;2;;150;;
;LOW HUMAN DEVELOPMENT;
152;Solomon Islands;0.546;;71.0;;10.2;d;5.5;q;1,872;k;15;;151;;
153;Papua New Guinea;0.544;;65.7;;10.0;n;4.6;j;3,403;k;-3;;151;;
154;Tanzania (United Republic of);0.538;;66.3;;8.9;q;5.8;j;2,655;;6;;154;;
155;Syrian Arab Republic;0.536;;71.0;;8.8;;5.1;r;2,337;s;8;;153;;
156;Zimbabwe;0.535;;61.7;;10.3;;8.1;;1,683;;17;;155;;
157;Nigeria;0.532;;53.9;;10.0;q;6.2;q;5,231;;-20;;156;;
158;Rwanda;0.524;;67.5;;11.2;;4.1;f;1,811;;11;;157;;
159;Lesotho;0.520;;54.6;;10.6;;6.3;j;3,255;;-4;;159;;
159;Mauritania;0.520;;63.4;;8.6;;4.5;j;3,592;;-13;;159;;
161;Madagascar;0.519;;66.3;;10.6;;6.1;q;1,358;;20;;158;;
162;Uganda;0.516;;60.2;;11.6;q;6.1;q;1,658;;13;;162;;
163;Benin;0.515;;61.2;;12.6;;3.6;o;2,061;;2;;161;;
164;Senegal;0.505;;67.5;;9.7;;3.0;;2,384;;-2;;165;;
165;Comoros;0.503;;63.9;;11.2;;4.8;q;1,399;;15;;163;;
165;Togo;0.503;;60.5;;12.4;q;4.8;q;1,453;;14;;164;;
167;Sudan;0.502;;64.7;;7.4;;3.7;j;4,119;;-25;;165;;
168;Afghanistan;0.498;;64.0;;10.4;;3.8;j;1,824;;0;;168;;
168;Haiti;0.498;;63.6;;9.3;n;5.3;q;1,665;;6;;167;;
170;Côte d'Ivoire;0.492;;54.1;;9.0;;5.2;j;3,481;;-22;;169;;
171;Malawi;0.477;;63.7;;10.8;;4.5;j;1,064;;14;;170;;
172;Djibouti;0.476;;62.6;;6.2;;4.1;o;3,392;;-21;;170;;
173;Ethiopia;0.463;;65.9;;8.5;f;2.7;q;1,719;;-1;;173;;
174;Gambia;0.460;;61.4;;9.2;;3.5;j;1,516;;4;;173;;
175;Guinea;0.459;;60.6;;9.1;;2.6;q;2,067;;-11;;177;;
176;Congo (Democratic Republic of the);0.457;;60.0;;9.8;;6.8;f;796;;12;;176;;
177;Guinea-Bissau;0.455;;57.8;;10.5;o;3.0;o;1,552;;0;;175;;
178;Yemen;0.452;;65.2;;9.0;f;3.0;l;1,239;;5;;172;;
179;Eritrea;0.440;;65.5;;5.4;;4.0;n;1,750;k;-9;;178;;
180;Mozambique;0.437;;58.9;;9.7;;3.5;f;1,093;;4;;179;;
181;Liberia;0.435;;63.0;;10.0;q;4.7;j;667;;9;;180;;
182;Mali;0.427;;58.5;;7.7;;2.3;f;1,953;;-16;;181;;
183;Burkina Faso;0.423;;60.8;;8.5;;1.5;q;1,650;;-7;;182;;
184;Sierra Leone;0.419;;52.2;;9.8;q;3.5;j;1,240;;-2;;184;;
185;Burundi;0.417;;57.9;;11.7;;3.0;q;702;;4;;183;;
186;Chad;0.404;;53.2;;8.0;;2.3;q;1,750;;-15;;185;;
187;South Sudan;0.388;;57.3;;4.9;q;4.8;;963;k;-1;;186;;
188;Central African Republic;0.367;;52.9;;7.2;f;4.3;j;663;;3;;187;;
189;Niger;0.354;;60.4;;5.4;;2.0;j;906;;-2;;188;;
;OTHER COUNTRIES OR TERRITORIES;
..;Korea (Democratic People's Rep.of);..;;71.9;;12.0;;..;;..;;..;;..;
..;Monaco;..;;..;;..;;..;;..;;..;;..;
..;Nauru;..;;..;;10.3;;..;;18,573;k;..;;..;
..;San Marino;..;;..;;15.1;;..;;..;;..;;..;
..;Somalia;..;;56.7;;..;;..;;..;;..;;..;
..;Tuvalu;..;;..;;..;;..;;5,888;k;..;;..;
;;;;;;;;;;;;;;;
;Human development groups;
;Very high human development;0.894;;79.5;;16.4;;12.2;;40,041;;—;;—;
;High human development;0.757;;76.0;;14.1;;8.2;;14,999;;—;;—;
;Medium human development;0.645;;69.1;;12.0;;6.7;;6,849;;—;;—;
;Low human development;0.504;;60.8;;9.4;;4.7;;2,521;;—;;—;
;;;;;;;;;;;;;;;
;Developing countries;0.681;;70.7;;12.2;;7.3;;10,055;;—;;—;
;;;;;;;;;;;;;;;
;Regions;;;;;;;;;;;;;;
;Arab States;0.699;;71.5;;11.9;;7.0;;15,837;;—;;—;
;East Asia and the Pacific;0.733;;74.7;;13.3;;7.9;;13,688;;—;;—;
;Europe and Central Asia;0.771;;73.4;;14.1;;10.3;;15,331;;—;;—;
;Latin America and the Caribbean;0.758;;75.7;;14.4;;8.5;;13,671;;—;;—;
;South Asia;0.638;;69.3;;11.9;;6.4;;6,473;;—;;—;
;Sub-Saharan Africa;0.537;;60.7;;10.1;;5.6;;3,399;;—;;—;
;;;;;;;;;;;;;;;
;Least developed countries;0.524;;64.8;;9.8;;4.7;;2,506;;—;;—;
;Small island developing states;0.722;;72.3;;12.1;;8.6;;15,113;;—;;—;
;;;;;;;;;;;;;;;
;Organisation for Economic Co-operation and Development;0.895;;80.6;;16.2;;12.0;;39,595;;—;;—;
;;;;;;;;;;;;;;;
;World;0.728;;72.2;;12.7;;8.4;;15,295;;—;;—;
;;;;;;;;;;;;;;;
